month,company,industry,region,segment,product,account_owner,acquisition_channel,mrr_usd,arr_usd,monthly_logins,features_used,support_tickets,nps_score,months_as_customer,status
2024-10-01,Nordic Retail Group,Retail,Europe,Mid-Market,Analytics Suite,David Brown,Referral,3668,44016,53,10,6,,21,Active
2024-11-01,Nordic Retail Group,Retail,Europe,Mid-Market,Analytics Suite,David Brown,Referral,3682,44184,58,13,8,,22,Active
2024-12-01,Nordic Retail Group,Retail,Europe,Mid-Market,Analytics Suite,David Brown,Referral,3306,39672,57,12,7,9,23,Active
2025-01-01,Nordic Retail Group,Retail,Europe,Mid-Market,Analytics Suite,David Brown,Referral,3402,40824,91,15,7,22,24,Active
2025-02-01,Nordic Retail Group,Retail,Europe,Mid-Market,Analytics Suite,David Brown,Referral,3768,45216,90,14,5,,25,Active
2025-03-01,Nordic Retail Group,Retail,Europe,Mid-Market,Analytics Suite,David Brown,Referral,3431,41172,59,15,8,33,26,Active
2023-07-01,Pinnacle Financial,Financial Services,North America,Enterprise,Integration Hub,David Brown,Event,23403,280836,245,5,5,48,1,Active
2023-08-01,Pinnacle Financial,Financial Services,North America,Enterprise,Integration Hub,David Brown,Event,23992,287904,275,2,9,55,2,Active
2023-09-01,Pinnacle Financial,Financial Services,North America,Enterprise,Integration Hub,David Brown,Event,24396,292752,266,4,11,,3,Active
2023-10-01,Pinnacle Financial,Financial Services,North America,Enterprise,Integration Hub,David Brown,Event,25290,303480,243,4,9,34,4,Active
2023-11-01,Pinnacle Financial,Financial Services,North America,Enterprise,Integration Hub,David Brown,Event,24171,290052,272,3,6,,5,Active
2023-12-01,Pinnacle Financial,Financial Services,North America,Enterprise,Integration Hub,David Brown,Event,24777,297324,246,4,11,42,6,Active
2024-01-01,Pinnacle Financial,Financial Services,North America,Enterprise,Integration Hub,David Brown,Event,24758,297096,257,6,6,,7,Active
2024-02-01,Pinnacle Financial,Financial Services,North America,Enterprise,Integration Hub,David Brown,Event,27702,332424,279,6,10,45,8,Active
2024-03-01,Pinnacle Financial,Financial Services,North America,Enterprise,Integration Hub,David Brown,Event,27346,328152,257,2,6,33,9,Active
2024-04-01,Pinnacle Financial,Financial Services,North America,Enterprise,Integration Hub,David Brown,Event,29277,351324,262,2,6,52,10,Active
2024-05-01,Pinnacle Financial,Financial Services,North America,Enterprise,Integration Hub,David Brown,Event,28143,337716,265,2,6,48,11,Active
2024-06-01,Pinnacle Financial,Financial Services,North America,Enterprise,Integration Hub,David Brown,Event,26033,312396,273,3,8,,12,Active
2024-07-01,Pinnacle Financial,Financial Services,North America,Enterprise,Integration Hub,David Brown,Event,45058,540696,260,6,9,27,13,Expanded
2024-08-01,Pinnacle Financial,Financial Services,North America,Enterprise,Integration Hub,David Brown,Event,49984,599808,243,7,5,,14,Expanded
2024-09-01,Pinnacle Financial,Financial Services,North America,Enterprise,Integration Hub,David Brown,Event,51996,623952,268,5,7,31,15,Expanded
2024-10-01,Pinnacle Financial,Financial Services,North America,Enterprise,Integration Hub,David Brown,Event,42472,509664,277,5,9,46,16,Expanded
2024-11-01,Pinnacle Financial,Financial Services,North America,Enterprise,Integration Hub,David Brown,Event,44240,530880,278,2,5,31,17,Expanded
2024-12-01,Pinnacle Financial,Financial Services,North America,Enterprise,Integration Hub,David Brown,Event,64476,773712,256,4,7,28,18,Expanded
2025-01-01,Pinnacle Financial,Financial Services,North America,Enterprise,Integration Hub,David Brown,Event,52131,625572,248,5,9,47,19,Expanded
2025-02-01,Pinnacle Financial,Financial Services,North America,Enterprise,Integration Hub,David Brown,Event,60640,727680,262,2,8,52,20,Expanded
2025-03-01,Pinnacle Financial,Financial Services,North America,Enterprise,Integration Hub,David Brown,Event,53223,638676,244,4,9,,21,Expanded
2023-07-01,Sunrise Education,Education,North America,Mid-Market,Platform Pro,Carol Williams,Outbound,3007,36084,51,7,2,92,1,Active
2023-08-01,Sunrise Education,Education,North America,Mid-Market,Platform Pro,Carol Williams,Outbound,3089,37068,32,9,5,70,2,Active
2023-09-01,Sunrise Education,Education,North America,Mid-Market,Platform Pro,Carol Williams,Outbound,3121,37452,25,11,3,71,3,Active
2023-10-01,Sunrise Education,Education,North America,Mid-Market,Platform Pro,Carol Williams,Outbound,3143,37716,27,8,0,69,4,Active
2023-11-01,Sunrise Education,Education,North America,Mid-Market,Platform Pro,Carol Williams,Outbound,3148,37776,56,8,5,89,5,Active
2023-12-01,Sunrise Education,Education,North America,Mid-Market,Platform Pro,Carol Williams,Outbound,3182,38184,58,10,2,,6,Active
2024-01-01,Sunrise Education,Education,North America,Mid-Market,Platform Pro,Carol Williams,Outbound,3429,41148,54,12,4,84,7,Active
2024-02-01,Sunrise Education,Education,North America,Mid-Market,Platform Pro,Carol Williams,Outbound,3585,43020,58,9,0,79,8,Active
2024-03-01,Sunrise Education,Education,North America,Mid-Market,Platform Pro,Carol Williams,Outbound,3456,41472,58,9,5,73,9,Active
2024-04-01,Sunrise Education,Education,North America,Mid-Market,Platform Pro,Carol Williams,Outbound,3444,41328,22,9,2,79,10,Active
2024-05-01,Sunrise Education,Education,North America,Mid-Market,Platform Pro,Carol Williams,Outbound,3303,39636,36,7,4,92,11,Active
2024-06-01,Sunrise Education,Education,North America,Mid-Market,Platform Pro,Carol Williams,Outbound,3730,44760,50,10,2,83,12,Active
2024-07-01,Sunrise Education,Education,North America,Mid-Market,Platform Pro,Carol Williams,Outbound,3669,44028,54,12,0,,13,Active
2024-08-01,Sunrise Education,Education,North America,Mid-Market,Platform Pro,Carol Williams,Outbound,3768,45216,21,10,0,90,14,Active
2024-09-01,Sunrise Education,Education,North America,Mid-Market,Platform Pro,Carol Williams,Outbound,4251,51012,23,11,4,70,15,Active
2024-10-01,Sunrise Education,Education,North America,Mid-Market,Platform Pro,Carol Williams,Outbound,3647,43764,46,10,3,81,16,Active
2024-11-01,Sunrise Education,Education,North America,Mid-Market,Platform Pro,Carol Williams,Outbound,3807,45684,36,10,2,89,17,Active
2024-12-01,Sunrise Education,Education,North America,Mid-Market,Platform Pro,Carol Williams,Outbound,4192,50304,21,12,4,75,18,Active
2025-01-01,Sunrise Education,Education,North America,Mid-Market,Platform Pro,Carol Williams,Outbound,3870,46440,53,12,2,74,19,Active
2025-02-01,Sunrise Education,Education,North America,Mid-Market,Platform Pro,Carol Williams,Outbound,4383,52596,56,8,1,67,20,Active
2025-03-01,Sunrise Education,Education,North America,Mid-Market,Platform Pro,Carol Williams,Outbound,4694,56328,37,12,4,,21,Active
2023-03-01,TechBridge Solutions,Technology,Latin America,SMB,Data Connector,Carol Williams,Outbound,1670,20040,4,8,7,70,1,Active
2023-04-01,TechBridge Solutions,Technology,Latin America,SMB,Data Connector,Carol Williams,Outbound,1691,20292,0,7,1,64,2,Active
2023-05-01,TechBridge Solutions,Technology,Latin America,SMB,Data Connector,Carol Williams,Outbound,1743,20916,25,11,5,56,3,Active
2023-06-01,TechBridge Solutions,Technology,Latin America,SMB,Data Connector,Carol Williams,Outbound,1825,21900,30,7,5,67,4,Active
2023-07-01,TechBridge Solutions,Technology,Latin America,SMB,Data Connector,Carol Williams,Outbound,1752,21024,30,7,6,69,5,Active
2023-08-01,TechBridge Solutions,Technology,Latin America,SMB,Data Connector,Carol Williams,Outbound,1823,21876,6,9,5,,6,Active
2023-09-01,TechBridge Solutions,Technology,Latin America,SMB,Data Connector,Carol Williams,Outbound,1812,21744,6,8,7,,7,Active
2023-10-01,TechBridge Solutions,Technology,Latin America,SMB,Data Connector,Carol Williams,Outbound,2013,24156,3,8,6,,8,Active
2023-11-01,TechBridge Solutions,Technology,Latin America,SMB,Data Connector,Carol Williams,Outbound,1928,23136,9,9,5,,9,Active
2023-12-01,TechBridge Solutions,Technology,Latin America,SMB,Data Connector,Carol Williams,Outbound,2126,25512,3,10,2,82,10,Active
2024-01-01,TechBridge Solutions,Technology,Latin America,SMB,Data Connector,Carol Williams,Outbound,1843,22116,21,8,5,84,11,Active
2024-02-01,TechBridge Solutions,Technology,Latin America,SMB,Data Connector,Carol Williams,Outbound,2121,25452,24,6,3,57,12,Active
2024-03-01,TechBridge Solutions,Technology,Latin America,SMB,Data Connector,Carol Williams,Outbound,1974,23688,23,7,7,68,13,Active
2024-04-01,TechBridge Solutions,Technology,Latin America,SMB,Data Connector,Carol Williams,Outbound,2309,27708,5,9,3,84,14,Active
2024-05-01,TechBridge Solutions,Technology,Latin America,SMB,Data Connector,Carol Williams,Outbound,2095,25140,16,10,3,,15,Active
2024-06-01,TechBridge Solutions,Technology,Latin America,SMB,Data Connector,Carol Williams,Outbound,2430,29160,14,7,1,65,16,Active
2024-07-01,TechBridge Solutions,Technology,Latin America,SMB,Data Connector,Carol Williams,Outbound,2392,28704,12,7,2,56,17,Active
2024-08-01,TechBridge Solutions,Technology,Latin America,SMB,Data Connector,Carol Williams,Outbound,2482,29784,21,11,7,,18,Active
2024-09-01,TechBridge Solutions,Technology,Latin America,SMB,Data Connector,Carol Williams,Outbound,2236,26832,0,6,1,63,19,Active
2024-10-01,TechBridge Solutions,Technology,Latin America,SMB,Data Connector,Carol Williams,Outbound,2521,30252,26,11,5,,20,Active
2024-11-01,TechBridge Solutions,Technology,Latin America,SMB,Data Connector,Carol Williams,Outbound,2066,24792,9,7,3,58,21,Active
2024-12-01,TechBridge Solutions,Technology,Latin America,SMB,Data Connector,Carol Williams,Outbound,2178,26136,31,10,4,57,22,Active
2025-01-01,TechBridge Solutions,Technology,Latin America,SMB,Data Connector,Carol Williams,Outbound,2654,31848,22,10,5,55,23,Active
2025-02-01,TechBridge Solutions,Technology,Latin America,SMB,Data Connector,Carol Williams,Outbound,2605,31260,9,9,1,74,24,Active
2025-03-01,TechBridge Solutions,Technology,Latin America,SMB,Data Connector,Carol Williams,Outbound,2252,27024,17,7,6,76,25,Active
2023-09-01,MedCore Analytics,Healthcare,North America,Mid-Market,AI Copilot,Eva Martinez,Referral,2619,31428,59,7,9,56,1,Active
2023-10-01,MedCore Analytics,Healthcare,North America,Mid-Market,AI Copilot,Eva Martinez,Referral,2683,32196,58,7,4,46,2,Active
2023-11-01,MedCore Analytics,Healthcare,North America,Mid-Market,AI Copilot,Eva Martinez,Referral,2755,33060,48,11,7,,3,Active
2023-12-01,MedCore Analytics,Healthcare,North America,Mid-Market,AI Copilot,Eva Martinez,Referral,2785,33420,45,6,9,,4,Active
2024-01-01,MedCore Analytics,Healthcare,North America,Mid-Market,AI Copilot,Eva Martinez,Referral,2691,32292,49,6,10,41,5,Active
2024-02-01,MedCore Analytics,Healthcare,North America,Mid-Market,AI Copilot,Eva Martinez,Referral,2803,33636,56,10,7,,6,Active
2024-03-01,MedCore Analytics,Healthcare,North America,Mid-Market,AI Copilot,Eva Martinez,Referral,2823,33876,49,8,6,62,7,Active
2024-04-01,MedCore Analytics,Healthcare,North America,Mid-Market,AI Copilot,Eva Martinez,Referral,3112,37344,58,8,4,60,8,Active
2024-05-01,MedCore Analytics,Healthcare,North America,Mid-Market,AI Copilot,Eva Martinez,Referral,2984,35808,62,11,7,,9,Active
2024-06-01,MedCore Analytics,Healthcare,North America,Mid-Market,AI Copilot,Eva Martinez,Referral,2982,35784,48,9,9,50,10,Active
2024-07-01,MedCore Analytics,Healthcare,North America,Mid-Market,AI Copilot,Eva Martinez,Referral,3354,40248,70,8,10,,11,Active
2024-08-01,MedCore Analytics,Healthcare,North America,Mid-Market,AI Copilot,Eva Martinez,Referral,2908,34896,75,7,8,44,12,Active
2024-09-01,MedCore Analytics,Healthcare,North America,Mid-Market,AI Copilot,Eva Martinez,Referral,2954,35448,57,11,6,,13,Active
2024-10-01,MedCore Analytics,Healthcare,North America,Mid-Market,AI Copilot,Eva Martinez,Referral,3342,40104,64,7,9,49,14,Active
2024-11-01,MedCore Analytics,Healthcare,North America,Mid-Market,AI Copilot,Eva Martinez,Referral,3279,39348,59,10,7,43,15,Active
2024-12-01,MedCore Analytics,Healthcare,North America,Mid-Market,AI Copilot,Eva Martinez,Referral,3023,36276,77,9,6,51,16,Active
2025-01-01,MedCore Analytics,Healthcare,North America,Mid-Market,AI Copilot,Eva Martinez,Referral,3815,45780,46,10,9,,17,Active
2025-02-01,MedCore Analytics,Healthcare,North America,Mid-Market,AI Copilot,Eva Martinez,Referral,3045,36540,41,7,10,55,18,Active
2025-03-01,MedCore Analytics,Healthcare,North America,Mid-Market,AI Copilot,Eva Martinez,Referral,3390,40680,73,6,8,,19,Active
2023-06-01,EcoSystems Ltd,Manufacturing,Europe,SMB,AI Copilot,Bob Smith,Referral,668,8016,56,9,0,49,1,Active
2023-07-01,EcoSystems Ltd,Manufacturing,Europe,SMB,AI Copilot,Bob Smith,Referral,688,8256,34,13,0,,2,Active
2023-08-01,EcoSystems Ltd,Manufacturing,Europe,SMB,AI Copilot,Bob Smith,Referral,684,8208,29,9,1,,3,Active
2023-09-01,EcoSystems Ltd,Manufacturing,Europe,SMB,AI Copilot,Bob Smith,Referral,735,8820,41,14,0,47,4,Active
2023-10-01,EcoSystems Ltd,Manufacturing,Europe,SMB,AI Copilot,Bob Smith,Referral,725,8700,39,11,4,30,5,Active
2023-11-01,EcoSystems Ltd,Manufacturing,Europe,SMB,AI Copilot,Bob Smith,Referral,758,9096,53,10,0,31,6,Active
2023-12-01,EcoSystems Ltd,Manufacturing,Europe,SMB,AI Copilot,Bob Smith,Referral,724,8688,52,9,0,42,7,Active
2024-01-01,EcoSystems Ltd,Manufacturing,Europe,SMB,AI Copilot,Bob Smith,Referral,758,9096,56,10,2,53,8,Active
2024-02-01,EcoSystems Ltd,Manufacturing,Europe,SMB,AI Copilot,Bob Smith,Referral,723,8676,46,14,3,,9,Active
2024-03-01,EcoSystems Ltd,Manufacturing,Europe,SMB,AI Copilot,Bob Smith,Referral,823,9876,57,9,0,35,10,Active
2024-04-01,EcoSystems Ltd,Manufacturing,Europe,SMB,AI Copilot,Bob Smith,Referral,794,9528,54,11,0,53,11,Active
2024-05-01,EcoSystems Ltd,Manufacturing,Europe,SMB,AI Copilot,Bob Smith,Referral,856,10272,29,12,2,54,12,Active
2024-06-01,EcoSystems Ltd,Manufacturing,Europe,SMB,AI Copilot,Bob Smith,Referral,884,10608,54,10,0,30,13,Active
2024-07-01,EcoSystems Ltd,Manufacturing,Europe,SMB,AI Copilot,Bob Smith,Referral,808,9696,35,11,2,53,14,Active
2024-08-01,EcoSystems Ltd,Manufacturing,Europe,SMB,AI Copilot,Bob Smith,Referral,922,11064,37,10,3,55,15,Active
2024-09-01,EcoSystems Ltd,Manufacturing,Europe,SMB,AI Copilot,Bob Smith,Referral,788,9456,40,13,2,27,16,Active
2024-10-01,EcoSystems Ltd,Manufacturing,Europe,SMB,AI Copilot,Bob Smith,Referral,900,10800,58,10,0,46,17,Active
2024-11-01,EcoSystems Ltd,Manufacturing,Europe,SMB,AI Copilot,Bob Smith,Referral,974,11688,57,9,4,52,18,Active
2024-12-01,EcoSystems Ltd,Manufacturing,Europe,SMB,AI Copilot,Bob Smith,Referral,802,9624,57,11,3,,19,Active
2025-01-01,EcoSystems Ltd,Manufacturing,Europe,SMB,AI Copilot,Bob Smith,Referral,950,11400,22,12,3,42,20,Active
2025-02-01,EcoSystems Ltd,Manufacturing,Europe,SMB,AI Copilot,Bob Smith,Referral,972,11664,40,12,0,,21,Active
2025-03-01,EcoSystems Ltd,Manufacturing,Europe,SMB,AI Copilot,Bob Smith,Referral,887,10644,25,14,0,,22,Active
2023-07-01,DataStream Corp,Technology,North America,Enterprise,Integration Hub,Eva Martinez,Outbound,24156,289872,274,12,6,,1,Active
2023-08-01,DataStream Corp,Technology,North America,Enterprise,Integration Hub,Eva Martinez,Outbound,24581,294972,265,9,8,,2,Active
2023-09-01,DataStream Corp,Technology,North America,Enterprise,Integration Hub,Eva Martinez,Outbound,25820,309840,285,10,12,83,3,Active
2023-10-01,DataStream Corp,Technology,North America,Enterprise,Integration Hub,Eva Martinez,Outbound,26374,316488,295,14,8,61,4,Active
2023-11-01,DataStream Corp,Technology,North America,Enterprise,Integration Hub,Eva Martinez,Outbound,26249,314988,291,12,9,83,5,Active
2023-12-01,DataStream Corp,Technology,North America,Enterprise,Integration Hub,Eva Martinez,Outbound,26723,320676,264,12,10,69,6,Active
2024-01-01,DataStream Corp,Technology,North America,Enterprise,Integration Hub,Eva Martinez,Outbound,26256,315072,281,9,6,,7,Active
2024-02-01,DataStream Corp,Technology,North America,Enterprise,Integration Hub,Eva Martinez,Outbound,28058,336696,289,11,10,55,8,Active
2024-03-01,DataStream Corp,Technology,North America,Enterprise,Integration Hub,Eva Martinez,Outbound,27866,334392,275,14,8,,9,Active
2024-04-01,DataStream Corp,Technology,North America,Enterprise,Integration Hub,Eva Martinez,Outbound,28000,336000,284,9,10,72,10,Active
2024-05-01,DataStream Corp,Technology,North America,Enterprise,Integration Hub,Eva Martinez,Outbound,28395,340740,277,9,9,,11,Active
2024-06-01,DataStream Corp,Technology,North America,Enterprise,Integration Hub,Eva Martinez,Outbound,31109,373308,276,13,11,74,12,Active
2024-07-01,DataStream Corp,Technology,North America,Enterprise,Integration Hub,Eva Martinez,Outbound,27768,333216,265,12,8,80,13,Active
2024-08-01,DataStream Corp,Technology,North America,Enterprise,Integration Hub,Eva Martinez,Outbound,30936,371232,282,10,7,,14,Active
2024-09-01,DataStream Corp,Technology,North America,Enterprise,Integration Hub,Eva Martinez,Outbound,31027,372324,261,9,7,77,15,Active
2024-10-01,DataStream Corp,Technology,North America,Enterprise,Integration Hub,Eva Martinez,Outbound,33825,405900,292,12,7,74,16,Active
2024-11-01,DataStream Corp,Technology,North America,Enterprise,Integration Hub,Eva Martinez,Outbound,30585,367020,298,11,7,67,17,Active
2024-12-01,DataStream Corp,Technology,North America,Enterprise,Integration Hub,Eva Martinez,Outbound,33264,399168,291,13,10,70,18,Active
2025-01-01,DataStream Corp,Technology,North America,Enterprise,Integration Hub,Eva Martinez,Outbound,32708,392496,260,11,8,76,19,Active
2025-02-01,DataStream Corp,Technology,North America,Enterprise,Integration Hub,Eva Martinez,Outbound,37995,455940,296,11,12,83,20,Active
2025-03-01,DataStream Corp,Technology,North America,Enterprise,Integration Hub,Eva Martinez,Outbound,34862,418344,275,14,12,79,21,Active
2023-01-01,ClearView Health,Healthcare,Europe,Mid-Market,AI Copilot,David Brown,Outbound,3458,41496,58,6,4,,1,Active
2023-02-01,ClearView Health,Healthcare,Europe,Mid-Market,AI Copilot,David Brown,Outbound,3582,42984,48,8,1,71,2,Active
2023-03-01,ClearView Health,Healthcare,Europe,Mid-Market,AI Copilot,David Brown,Outbound,3612,43344,75,7,3,65,3,Active
2023-04-01,ClearView Health,Healthcare,Europe,Mid-Market,AI Copilot,David Brown,Outbound,3656,43872,79,5,4,66,4,Active
2023-05-01,ClearView Health,Healthcare,Europe,Mid-Market,AI Copilot,David Brown,Outbound,3772,45264,57,4,2,72,5,Active
2023-06-01,ClearView Health,Healthcare,Europe,Mid-Market,AI Copilot,David Brown,Outbound,3691,44292,64,5,5,,6,Active
2023-07-01,ClearView Health,Healthcare,Europe,Mid-Market,AI Copilot,David Brown,Outbound,3784,45408,67,7,6,78,7,Active
2023-08-01,ClearView Health,Healthcare,Europe,Mid-Market,AI Copilot,David Brown,Outbound,3824,45888,81,8,4,,8,Active
2023-09-01,ClearView Health,Healthcare,Europe,Mid-Market,AI Copilot,David Brown,Outbound,4201,50412,54,5,0,64,9,Active
2023-10-01,ClearView Health,Healthcare,Europe,Mid-Market,AI Copilot,David Brown,Outbound,3970,47640,73,8,2,,10,Active
2023-11-01,ClearView Health,Healthcare,Europe,Mid-Market,AI Copilot,David Brown,Outbound,3929,47148,79,5,4,77,11,Active
2023-12-01,ClearView Health,Healthcare,Europe,Mid-Market,AI Copilot,David Brown,Outbound,3915,46980,84,8,4,62,12,Active
2024-01-01,ClearView Health,Healthcare,Europe,Mid-Market,AI Copilot,David Brown,Outbound,3882,46584,78,4,5,62,13,Active
2024-02-01,ClearView Health,Healthcare,Europe,Mid-Market,AI Copilot,David Brown,Outbound,3966,47592,66,8,3,58,14,Active
2024-03-01,ClearView Health,Healthcare,Europe,Mid-Market,AI Copilot,David Brown,Outbound,3910,46920,80,4,3,,15,Active
2024-04-01,ClearView Health,Healthcare,Europe,Mid-Market,AI Copilot,David Brown,Outbound,4458,53496,57,5,2,64,16,Active
2024-05-01,ClearView Health,Healthcare,Europe,Mid-Market,AI Copilot,David Brown,Outbound,5021,60252,50,8,4,62,17,Active
2024-06-01,ClearView Health,Healthcare,Europe,Mid-Market,AI Copilot,David Brown,Outbound,5123,61476,56,6,6,60,18,Active
2024-07-01,ClearView Health,Healthcare,Europe,Mid-Market,AI Copilot,David Brown,Outbound,5328,63936,70,6,1,84,19,Active
2024-08-01,ClearView Health,Healthcare,Europe,Mid-Market,AI Copilot,David Brown,Outbound,5266,63192,45,5,4,74,20,Active
2024-09-01,ClearView Health,Healthcare,Europe,Mid-Market,AI Copilot,David Brown,Outbound,5433,65196,66,5,3,,21,Active
2024-10-01,ClearView Health,Healthcare,Europe,Mid-Market,AI Copilot,David Brown,Outbound,5471,65652,53,7,3,63,22,Active
2024-11-01,ClearView Health,Healthcare,Europe,Mid-Market,AI Copilot,David Brown,Outbound,5440,65280,66,4,5,69,23,Active
2024-12-01,ClearView Health,Healthcare,Europe,Mid-Market,AI Copilot,David Brown,Outbound,5382,64584,45,8,2,80,24,Active
2025-01-01,ClearView Health,Healthcare,Europe,Mid-Market,AI Copilot,David Brown,Outbound,9659,115908,56,7,6,,25,Expanded
2025-02-01,ClearView Health,Healthcare,Europe,Mid-Market,AI Copilot,David Brown,Outbound,9808,117696,50,6,5,58,26,Expanded
2025-03-01,ClearView Health,Healthcare,Europe,Mid-Market,AI Copilot,David Brown,Outbound,10309,123708,60,3,2,67,27,Expanded
2023-08-01,Apex Industries,Manufacturing,Asia Pacific,Enterprise,AI Copilot,Eva Martinez,Inbound,17145,205740,203,12,1,35,1,Active
2023-09-01,Apex Industries,Manufacturing,Asia Pacific,Enterprise,AI Copilot,Eva Martinez,Inbound,17329,207948,198,8,2,30,2,Active
2023-10-01,Apex Industries,Manufacturing,Asia Pacific,Enterprise,AI Copilot,Eva Martinez,Inbound,17707,212484,222,9,4,,3,Active
2023-11-01,Apex Industries,Manufacturing,Asia Pacific,Enterprise,AI Copilot,Eva Martinez,Inbound,18432,221184,197,8,6,39,4,Active
2023-12-01,Apex Industries,Manufacturing,Asia Pacific,Enterprise,AI Copilot,Eva Martinez,Inbound,18465,221580,217,12,3,17,5,Active
2024-01-01,Apex Industries,Manufacturing,Asia Pacific,Enterprise,AI Copilot,Eva Martinez,Inbound,17876,214512,219,11,2,33,6,Active
2024-02-01,Apex Industries,Manufacturing,Asia Pacific,Enterprise,AI Copilot,Eva Martinez,Inbound,18306,219672,217,10,1,36,7,Active
2024-03-01,Apex Industries,Manufacturing,Asia Pacific,Enterprise,AI Copilot,Eva Martinez,Inbound,20008,240096,215,7,5,29,8,Active
2024-04-01,Apex Industries,Manufacturing,Asia Pacific,Enterprise,AI Copilot,Eva Martinez,Inbound,19622,235464,216,10,4,33,9,Active
2024-05-01,Apex Industries,Manufacturing,Asia Pacific,Enterprise,AI Copilot,Eva Martinez,Inbound,20294,243528,203,12,1,27,10,Active
2024-06-01,Apex Industries,Manufacturing,Asia Pacific,Enterprise,AI Copilot,Eva Martinez,Inbound,21598,259176,197,11,1,,11,Active
2024-07-01,Apex Industries,Manufacturing,Asia Pacific,Enterprise,AI Copilot,Eva Martinez,Inbound,20142,241704,188,11,1,44,12,Active
2024-08-01,Apex Industries,Manufacturing,Asia Pacific,Enterprise,AI Copilot,Eva Martinez,Inbound,23219,278628,214,7,3,28,13,Active
2024-09-01,Apex Industries,Manufacturing,Asia Pacific,Enterprise,AI Copilot,Eva Martinez,Inbound,22698,272376,210,9,4,,14,Active
2024-10-01,Apex Industries,Manufacturing,Asia Pacific,Enterprise,AI Copilot,Eva Martinez,Inbound,21147,253764,218,8,6,42,15,Active
2024-11-01,Apex Industries,Manufacturing,Asia Pacific,Enterprise,AI Copilot,Eva Martinez,Inbound,20063,240756,218,10,5,19,16,Active
2024-12-01,Apex Industries,Manufacturing,Asia Pacific,Enterprise,AI Copilot,Eva Martinez,Inbound,24348,292176,185,9,4,,17,Active
2025-01-01,Apex Industries,Manufacturing,Asia Pacific,Enterprise,AI Copilot,Eva Martinez,Inbound,22969,275628,198,8,4,26,18,Active
2025-02-01,Apex Industries,Manufacturing,Asia Pacific,Enterprise,AI Copilot,Eva Martinez,Inbound,21684,260208,191,7,7,,19,Active
2025-03-01,Apex Industries,Manufacturing,Asia Pacific,Enterprise,AI Copilot,Eva Martinez,Inbound,24217,290604,185,8,2,17,20,Active
2023-01-01,BrightPath Education,Education,North America,SMB,Platform Pro,Bob Smith,Inbound,1917,23004,30,11,2,93,1,Active
2023-02-01,BrightPath Education,Education,North America,SMB,Platform Pro,Bob Smith,Inbound,1987,23844,43,11,3,74,2,Active
2023-03-01,BrightPath Education,Education,North America,SMB,Platform Pro,Bob Smith,Inbound,1939,23268,47,15,1,,3,Active
2023-04-01,BrightPath Education,Education,North America,SMB,Platform Pro,Bob Smith,Inbound,2034,24408,13,12,5,,4,Active
2023-05-01,BrightPath Education,Education,North America,SMB,Platform Pro,Bob Smith,Inbound,2117,25404,30,15,3,78,5,Active
2023-06-01,BrightPath Education,Education,North America,SMB,Platform Pro,Bob Smith,Inbound,2056,24672,21,14,3,72,6,Active
2023-07-01,BrightPath Education,Education,North America,SMB,Platform Pro,Bob Smith,Inbound,2086,25032,19,13,0,,7,Active
2023-08-01,BrightPath Education,Education,North America,SMB,Platform Pro,Bob Smith,Inbound,2316,27792,45,14,1,77,8,Active
2023-09-01,BrightPath Education,Education,North America,SMB,Platform Pro,Bob Smith,Inbound,2130,25560,31,15,0,,9,Active
2023-10-01,BrightPath Education,Education,North America,SMB,Platform Pro,Bob Smith,Inbound,2381,28572,15,14,5,91,10,Active
2023-11-01,BrightPath Education,Education,North America,SMB,Platform Pro,Bob Smith,Inbound,2103,25236,34,15,4,84,11,Active
2023-12-01,BrightPath Education,Education,North America,SMB,Platform Pro,Bob Smith,Inbound,2494,29928,22,14,5,86,12,Active
2024-01-01,BrightPath Education,Education,North America,SMB,Platform Pro,Bob Smith,Inbound,4521,54252,31,12,0,71,13,Expanded
2024-02-01,BrightPath Education,Education,North America,SMB,Platform Pro,Bob Smith,Inbound,3887,46644,40,11,5,84,14,Expanded
2024-03-01,BrightPath Education,Education,North America,SMB,Platform Pro,Bob Smith,Inbound,3673,44076,30,12,3,79,15,Expanded
2024-04-01,BrightPath Education,Education,North America,SMB,Platform Pro,Bob Smith,Inbound,3814,45768,41,13,0,,16,Expanded
2024-05-01,BrightPath Education,Education,North America,SMB,Platform Pro,Bob Smith,Inbound,4266,51192,23,12,2,78,17,Expanded
2024-06-01,BrightPath Education,Education,North America,SMB,Platform Pro,Bob Smith,Inbound,3974,47688,19,10,2,,18,Expanded
2024-07-01,BrightPath Education,Education,North America,SMB,Platform Pro,Bob Smith,Inbound,3706,44472,24,13,4,91,19,Expanded
2024-08-01,BrightPath Education,Education,North America,SMB,Platform Pro,Bob Smith,Inbound,4706,56472,31,12,6,,20,Expanded
2024-09-01,BrightPath Education,Education,North America,SMB,Platform Pro,Bob Smith,Inbound,5410,64920,41,13,1,88,21,Expanded
2024-10-01,BrightPath Education,Education,North America,SMB,Platform Pro,Bob Smith,Inbound,4448,53376,41,11,4,85,22,Expanded
2024-11-01,BrightPath Education,Education,North America,SMB,Platform Pro,Bob Smith,Inbound,5251,63012,14,15,0,89,23,Expanded
2024-12-01,BrightPath Education,Education,North America,SMB,Platform Pro,Bob Smith,Inbound,5139,61668,24,10,5,69,24,Expanded
